Player Name,Player ID,Format,Matches Played,Innings,Runs Scored,Batting Average,Strike Rate,Highest Score,Centuries,Half-Centuries,Fours,Sixes,Wickets Taken,Bowling Average,Economy Rate,Best Bowling,Five-Wicket Hauls,Catches,Stumpings,Primary Role,Team Name,Toss Decision,Result
Monank Karunaratne,148,T20,101,202,963,26.67006431476307,26.82083945222615,220,42,60,532,100,386,23.779518085709302,4.927430260465672,4/64,5,10,0,Bowler,India,Bowl,Win
Hasan Afridi,149,T20,141,63,515,24.63052931766865,29.67832950121913,202,45,72,1739,189,385,20.33718826489404,4.319986919521162,4/89,4,25,0,Bowler,Bangladesh,Bowl,Loss
Waqar Hasaranga,150,ODI,151,143,693,29.364086872554868,24.57454977297575,69,24,78,470,113,265,23.487503433227943,5.595059293592609,7/18,5,49,0,Bowler,Hungary,Bat,Draw
Kane Pant,151,ODI,93,244,2756,33.36232907268756,53.52003425598226,64,42,62,686,109,0,0.0,0.0,4/18,5,111,25,Wicketkeeper,Malaysia,Bowl,Loss
Saurabh Steyn,152,ODI,96,292,3497,41.29216874341496,101.0752067242476,251,28,41,1691,60,253,25.39006080805654,3.987897058582951,4/65,5,75,0,All-rounder,Germany,Bowl,Draw
Graeme Dravid,153,T20,46,285,4267,96.37640892980998,115.13355578632506,182,18,93,702,280,13,26.479103960172857,2.6592235804507824,7/33,4,74,0,Batsman,Canada,Bat,Loss
Shubman Akram,154,Test,93,180,4395,27.86569045129971,63.28958468576915,111,38,16,959,155,27,17.8981000590419,4.451780215595638,3/14,5,24,0,Batsman,Bangladesh,Bowl,Win
Kane Azam,155,Test,197,174,196,29.90453912274873,54.27550578582501,251,21,70,822,240,134,26.776491282827795,7.416235971456567,1/11,9,20,0,Bowler,Austria,Bat,Win
Mohammad Gavaskar,156,Test,65,111,3426,40.17461221079852,92.036280527452,290,1,89,1547,209,0,0.0,0.0,2/67,0,72,38,Wicketkeeper,India,Bat,Loss
Ben Hazlewood,157,ODI,149,175,3133,41.59315902117775,60.653471510819,279,21,65,1921,239,0,0.0,0.0,8/39,7,77,20,Wicketkeeper,Finland,Bat,Draw
Josh Mahmudullah,158,T20,57,153,902,13.984288465282145,63.849456474737,293,34,47,954,290,60,26.823441243774933,4.291175244712679,1/79,8,39,0,Bowler,Romania,Bowl,Draw
Angelo Smith,159,Test,156,217,2775,43.400691028323855,100.14176215491626,2,33,92,797,233,0,0.0,0.0,3/31,9,55,40,Wicketkeeper,Pakistan,Bowl,Loss
Shahid Starc,160,ODI,58,297,272,27.274776225086303,21.758341964896484,178,4,69,1291,245,297,21.7793800184526,5.647135786484316,5/71,9,89,0,Bowler,New Zealand,Bat,Draw
Sam Hasaranga,161,Test,31,240,1631,42.164318445197466,62.26902769564112,188,26,32,1766,166,139,26.28838831514686,6.938033370714379,0/91,0,19,0,All-rounder,Czech Republic,Bowl,Loss
Ben Shaw,162,Test,122,226,9210,68.4769624554948,92.28035809360792,167,17,37,166,64,20,24.587174840265384,1.3570578087458491,8/27,2,1,0,Batsman,Germany,Bowl,Loss
Kusal Ur Rahman,163,ODI,49,186,1677,27.4473571901842,60.52268429835296,53,47,0,273,128,0,0.0,0.0,9/55,2,157,21,Wicketkeeper,Italy,Bowl,Loss
Habibul Dravid,164,Test,139,48,3959,26.9179853565661,79.98898903216538,65,2,54,1913,119,0,0.0,0.0,4/72,7,170,36,Wicketkeeper,Greece,Bat,Win
Rishabh Steyn,165,Test,132,208,3477,33.26404797721076,79.18457061550238,114,46,54,248,232,13,11.352809461259668,1.6923322716083633,5/36,4,28,0,Batsman,Afghanistan,Bat,Loss
Mustafizur Sharma,166,Test,159,157,502,14.131389835435192,67.62124402452224,270,20,9,381,18,434,25.22574513160665,3.9969141842230975,5/84,8,35,0,Bowler,England,Bat,Win
Sourav Guptill,167,Test,58,225,6907,38.111443651820345,126.10556421342932,213,23,54,791,175,245,28.170652213583537,5.094266878455583,7/38,3,84,0,All-rounder,India,Bowl,Loss
Joe Finch,168,Test,10,144,266,20.040829713625527,55.187310978868325,109,25,94,651,200,462,21.57864311646104,4.010315309782696,3/78,0,61,0,Bowler,Netherlands,Bat,Draw
Waqar Muralitharan,169,T20,2,111,990,27.791786845445,72.2687974364755,182,19,23,1361,269,225,25.41935795886813,5.6968184350825055,1/81,7,33,0,All-rounder,Germany,Bowl,Win
Mahela Gilchrist,170,Test,34,132,9656,72.09231001077185,100.09626557505936,259,12,71,645,66,39,29.701209431931648,2.119610818675703,6/47,8,59,0,Batsman,Afghanistan,Bowl,Win
Wasim Gill,171,T20,54,113,5530,39.27490314422696,76.29955252037513,23,5,27,1799,157,18,14.521443402089933,2.2946428785129283,4/31,6,89,0,Batsman,India,Bat,Loss
Aaron Zaman,172,Test,47,89,3172,36.31299490142922,90.19463407178566,93,25,91,56,232,0,0.0,0.0,9/70,4,160,19,Wicketkeeper,England,Bat,Win
Virat Rauf,173,Test,163,161,2247,38.087287993811145,74.9898740750327,255,47,50,1328,115,0,0.0,0.0,1/76,3,168,25,Wicketkeeper,India,Bowl,Loss
Jofra Raza,174,ODI,158,75,1081,31.33833810639518,103.62437062885748,213,42,45,1166,192,212,28.075776142756084,4.30541631788409,0/44,3,66,0,All-rounder,India,Bat,Draw
Sikandar de Silva,175,ODI,137,281,152,15.07778118469579,23.34462511550726,39,29,71,1771,214,381,28.83511620627318,3.065835179205096,6/35,7,73,0,Bowler,New Zealand,Bowl,Win
Ben Afridi,176,Test,75,7,3244,31.70478326175349,59.6883092790136,282,13,28,518,5,0,0.0,0.0,0/59,8,77,43,Wicketkeeper,Scotland,Bat,Draw
Kieron Williamson,177,Test,47,113,1967,42.421027472455904,91.0591037259642,36,46,18,1244,83,0,0.0,0.0,5/48,5,82,47,Wicketkeeper,Finland,Bowl,Win
Sikandar Ashraful,178,ODI,155,36,873,22.563036596409184,26.249758035373475,256,36,92,57,45,420,27.33362160016993,5.249634163993225,8/41,4,56,0,Bowler,Australia,Bowl,Draw
Monank Lara,179,T20,145,266,1622,27.30434770503857,64.7671069397434,203,37,78,308,41,0,0.0,0.0,7/68,8,155,32,Wicketkeeper,Australia,Bat,Draw
Muttiah Warner,180,T20,188,113,324,22.285848292777526,25.87977422434988,210,29,94,920,199,321,23.13417762451244,4.455507738305958,7/53,9,51,0,Bowler,India,Bat,Loss
Josh Bairstow,181,T20,194,292,5208,46.74469360453303,93.26904359333096,122,14,4,1228,188,11,29.78494665816114,4.18358828846702,4/39,6,91,0,Batsman,Pakistan,Bowl,Win
Adam Gill,182,ODI,59,223,513,19.50188623173,56.97291345849433,294,18,48,1468,30,191,20.93040390127881,3.0873271183918463,6/73,2,76,0,Bowler,Austria,Bowl,Draw
Quinton Taylor,183,Test,35,211,5249,84.48909190863483,77.04671134172482,285,10,91,223,288,11,24.919997008327183,3.9442804800246978,4/86,8,7,0,Batsman,India,Bat,Draw
Mustafizur Gill,184,T20,196,18,6354,68.38765207674847,72.69435019174333,275,19,54,651,287,39,18.12561542853242,4.7180712898738575,5/26,8,45,0,Batsman,Pakistan,Bat,Draw
Trent Boycott,185,Test,124,241,2680,46.1300990538304,59.14713201547378,243,24,45,1135,53,97,29.3922896820256,5.649727072750583,7/82,9,43,0,All-rounder,Italy,Bowl,Draw
Shubman Pant,186,T20,190,134,1880,34.74133547741764,82.16226404031319,249,37,14,1560,128,0,0.0,0.0,5/28,9,58,15,Wicketkeeper,England,Bowl,Draw
Quinton Jayawardene,187,ODI,36,220,1133,30.8015223919651,95.51765293780348,142,42,71,1682,132,120,32.72284324763943,3.083212773196684,8/47,6,21,0,All-rounder,Germany,Bowl,Win
Sanath Rahim,188,Test,61,102,8369,50.14751147800831,140.77100374812045,248,29,99,809,7,34,24.109727641354645,3.135710454555642,6/59,2,35,28,Batsman,South Africa,Bowl,Win
Marnus Gill,189,ODI,55,140,2896,43.68983397971824,56.00993982518796,66,39,95,246,69,0,0.0,0.0,4/44,9,163,23,Wicketkeeper,Bulgaria,Bat,Loss
Shakib Tendulkar,190,T20,151,169,709,26.129902788585987,62.8478999303689,121,22,38,1103,9,213,25.93936624259499,7.503223585857119,5/76,5,94,0,Bowler,Bangladesh,Bowl,Loss
Mitchell Shami,191,T20,118,191,241,10.02551124718048,43.99863606436655,234,43,21,523,237,377,25.13860303009057,3.5367024277901136,7/39,1,94,0,Bowler,Italy,Bat,Draw
Aiden Shami,192,T20,92,25,3181,33.92038862866977,68.90780905924683,281,16,61,1723,189,125,31.95884806389937,6.66385821179902,3/97,6,45,0,All-rounder,Spain,Bat,Loss
Saurabh Root,193,Test,120,33,2900,37.46496840873995,77.18203436669037,219,0,68,994,295,0,0.0,0.0,9/48,1,140,33,Wicketkeeper,West Indies,Bat,Win
Wasim Kumble,194,Test,179,6,1885,34.00965118912864,107.54826654485444,125,41,73,1571,101,0,0.0,0.0,2/51,4,71,26,Wicketkeeper,Hungary,Bowl,Win
Rafiqul Stokes,195,ODI,177,194,536,23.8647603204566,15.153390836972711,261,13,30,151,232,96,21.92609639405072,4.984732340089439,4/85,8,69,0,Bowler,Italy,Bowl,Draw
Quinton Markram,196,T20,175,230,5003,58.6807051465567,104.6413391334115,237,38,36,800,283,25,23.184981705735005,2.3103389981594207,1/84,3,85,0,Batsman,Qatar,Bat,Draw
Hardik Kallis,197,Test,15,137,1168,37.80982934774485,66.20671335467543,31,17,22,419,55,0,0.0,0.0,7/52,1,86,46,Wicketkeeper,Portugal,Bowl,Loss
Sachin Miandad,198,ODI,125,216,1584,41.17700077573616,61.260996817553455,202,40,95,131,0,0,0.0,0.0,0/14,9,193,44,Wicketkeeper,Sweden,Bat,Win
Monank de Kock,199,Test,199,183,5023,43.307076027216354,62.33560443948696,272,15,87,482,237,24,26.30599675182214,4.2309085214714965,1/59,6,58,0,Batsman,Afghanistan,Bowl,Win
Rafiqul Iqbal,200,ODI,46,168,6255,21.33167436614891,78.14268634034526,173,9,3,1457,209,39,21.11616035056237,1.1673090197813116,0/99,8,15,0,Batsman,India,Bowl,Draw
Geoffrey Archer,201,T20,191,282,693,31.106397204007884,127.95732333167312,237,43,42,55,61,76,24.57547134969332,4.011334594992885,8/78,2,85,0,All-rounder,Portugal,Bowl,Loss
Shane Malhotra,202,Test,19,38,2910,33.51304577442389,102.67299157203222,109,8,37,117,230,0,0.0,0.0,2/64,7,82,36,Wicketkeeper,West Indies,Bat,Loss
Brian Boycott,203,ODI,50,163,443,28.021178293204933,51.42541507285451,70,13,14,369,107,74,22.482377143472643,4.1979690654440684,7/10,1,73,0,Bowler,Spain,Bowl,Win
Joe Archer,204,T20,185,142,689,28.357537789148864,28.238408020497666,143,1,10,1287,169,336,24.41239734356644,5.442425813506961,6/76,8,15,0,Bowler,India,Bat,Loss
Imran Khan,205,T20,186,248,1177,32.35621160674586,101.22699586285503,205,41,24,700,174,0,0.0,0.0,8/35,6,133,35,Wicketkeeper,Sri Lanka,Bat,Draw
Jaskaran Smith,206,Test,94,103,3310,54.24654043728748,146.5071142477384,240,20,25,519,117,15,16.654804599127928,2.5347077507907216,1/29,9,27,0,Batsman,Malta,Bowl,Loss
Ian de Silva,207,T20,147,199,3641,40.775566134453214,53.1666559934628,90,41,38,646,292,0,0.0,0.0,9/23,5,70,26,Wicketkeeper,Australia,Bowl,Draw
Geoffrey Guptill,208,ODI,185,200,444,27.204276985635364,10.100261695646315,157,1,55,1895,138,283,27.40281228090116,7.2175218170524,1/30,3,21,0,Bowler,India,Bowl,Draw
Prithvi Sharma,209,ODI,143,42,3652,39.03450249779165,86.79854265468562,206,5,50,1432,194,0,0.0,0.0,2/55,3,112,31,Wicketkeeper,Sri Lanka,Bat,Win
Dhananjaya Kallis,210,ODI,141,147,6740,26.93267073189485,112.42439136569052,56,10,99,943,28,37,23.65956123576237,1.815239927438013,7/24,7,3,24,Batsman,India,Bowl,Loss
Rafiqul Dravid,211,Test,95,66,3080,42.99119868933323,88.01642916313965,55,40,32,34,259,0,0.0,0.0,3/87,2,111,34,Wicketkeeper,England,Bat,Win
Prithvi Mahmudullah,212,ODI,82,193,6459,26.530758353589874,138.13684800249635,166,2,19,590,138,38,29.976799230233247,4.992400056913548,2/18,0,2,0,Batsman,England,Bowl,Draw
Adam Jayasuriya,213,Test,89,298,1859,95.88800273083254,72.95275104596459,126,10,51,1681,29,32,26.922903603298,4.894196585788205,3/34,4,91,0,Batsman,Germany,Bat,Loss
Jofra Khan,214,Test,21,38,272,16.64161120358134,50.93545882756527,17,3,33,266,78,106,21.66278871713996,5.218286494809505,8/53,2,8,0,Bowler,Australia,Bat,Draw
Shaheen Shami,215,ODI,110,141,1001,41.19858655455003,119.1379579144288,74,14,44,1245,78,0,0.0,0.0,9/58,8,132,25,Wicketkeeper,India,Bat,Win
Ben Khan,216,T20,121,106,9501,20.118492239575787,92.64017677490924,277,25,75,1436,185,22,12.765090701082949,1.081306638818492,6/24,1,38,0,Batsman,Bahrain,Bowl,Draw
Ben Labuschagne,217,T20,97,152,127,26.15477086478077,51.49535053463423,258,43,99,598,159,191,28.29214968722781,3.626794644099544,1/71,8,82,0,Bowler,Portugal,Bowl,Win
Kusal Rahman,218,T20,15,38,3465,25.96148116345288,91.83384795603936,23,35,3,254,156,181,23.69782345635081,5.643609616339445,9/51,9,14,0,All-rounder,New Zealand,Bowl,Win
Sunil Botham,219,Test,38,97,7965,80.68755666169751,72.640524391109,66,14,12,609,112,21,27.41564390036865,1.9657886922585288,2/54,5,97,0,Batsman,India,Bowl,Win
Rassie Ur Rahman,220,Test,143,108,522,30.83319368700126,83.05329970196215,122,48,58,466,298,163,28.42651037533309,4.705760157603256,3/52,0,35,0,All-rounder,Bangladesh,Bowl,Win
Dale Rahim,221,ODI,181,119,866,21.83406192349421,36.95770021092691,286,49,66,783,84,347,26.502222106420184,3.040529857489383,6/53,3,61,0,Bowler,Bangladesh,Bat,Loss
Rohit Malhotra,222,Test,18,151,577,24.440115686016057,57.90852765790277,52,21,52,517,229,168,21.166765201611767,7.873626152096832,9/88,2,0,0,Bowler,Sweden,Bowl,Win
Habibul Botham,223,T20,30,74,4561,26.2325285113689,100.17521259914004,120,36,16,232,38,176,29.69173283685562,6.525295310384827,5/97,5,72,0,All-rounder,South Africa,Bowl,Loss
Monank Gavaskar,224,Test,46,57,1201,39.8448923489884,84.3917258776377,185,9,70,1038,154,0,0.0,0.0,4/10,3,100,47,Wicketkeeper,Australia,Bowl,Draw
Steve Archer,225,ODI,181,252,231,20.207790005210114,31.045274974799764,286,19,44,328,279,59,25.185246376797863,5.470240702819818,4/96,0,67,0,Bowler,Kuwait,Bat,Loss
Kapil Gavaskar,226,Test,22,292,200,26.4901874655688,60.04881019950636,243,31,46,1564,292,277,26.084853127958446,5.08460951029223,5/59,4,16,0,Bowler,England,Bowl,Loss
Trent Bashar,227,ODI,36,255,983,15.540194854179614,44.06038275698075,75,8,77,1215,287,189,27.790255158745843,4.609462173418463,9/59,3,64,0,Bowler,Pakistan,Bat,Loss
David Wood,228,Test,3,254,1546,39.18361438411746,73.81389338381624,83,49,95,745,52,0,0.0,0.0,6/10,4,50,27,Wicketkeeper,Australia,Bat,Win
Ben Nortje,229,Test,144,259,4246,32.833856513549094,103.71319758560466,291,30,25,577,128,0,0.0,0.0,0/59,0,65,13,Wicketkeeper,England,Bowl,Win
Shane Lara,230,ODI,145,270,3151,39.06697763641597,94.54091231826251,146,43,30,1902,108,239,31.360874070655345,6.475513733341776,1/58,9,97,0,All-rounder,Austria,Bat,Draw
Babar Warne,231,T20,149,34,6932,50.17629397268385,138.37812313102052,4,39,30,1120,183,28,28.36698862489829,2.0733669684871074,4/46,7,65,24,Batsman,Afghanistan,Bowl,Win
Ali Pollock,232,ODI,163,238,3907,39.79382643148692,105.62628534454342,100,30,79,229,209,0,0.0,0.0,5/85,3,124,35,Wicketkeeper,West Indies,Bat,Win
Jofra Jayasuriya,233,Test,162,179,3867,60.94299723188647,68.95446274150405,99,27,59,214,156,19,16.74082561966277,3.0783254726838485,2/81,1,51,0,Batsman,Czech Republic,Bowl,Loss
Muttiah Buttler,234,Test,125,104,2078,42.69985261158023,57.95952148504858,172,10,0,1655,5,30,15.658717489442129,2.476096216585722,0/52,5,48,0,Batsman,Bangladesh,Bowl,Loss
Rishabh Ganguly,235,Test,38,29,2833,40.0474822605821,89.49644079622736,107,35,45,140,184,0,0.0,0.0,1/44,4,67,35,Wicketkeeper,Cyprus,Bowl,Loss
Shaun Afridi,236,ODI,67,227,186,23.505130428145392,44.07833507718939,269,40,33,1491,94,382,29.63140523231258,6.14752771796316,1/51,3,82,12,Bowler,Pakistan,Bat,Draw
Sam Pandya,237,T20,128,232,681,14.96280250938275,42.83268923740261,27,3,89,1094,13,477,22.007426416539747,7.354892926059554,9/17,3,50,0,Bowler,Austria,Bowl,Win
Virat Pietersen,238,T20,22,117,1742,31.84167881736529,110.46297805955928,244,49,53,824,68,56,32.159677587921315,4.038043155846799,5/49,8,87,3,All-rounder,Malta,Bat,Draw
Brendan Khan,239,T20,52,207,715,20.96364015552345,61.33474894985662,264,13,58,1023,189,469,24.368949003356605,7.8701730947365665,3/32,4,27,0,Bowler,Bangladesh,Bowl,Win
Shaun Archer,240,Test,193,185,476,10.174442760848663,46.29829225733189,37,45,93,1714,85,147,24.26079837774328,5.472429559237126,8/67,7,85,6,Bowler,Belgium,Bat,Loss
Marnus Taylor,241,T20,15,138,379,22.109350961639056,25.89156855132903,92,28,40,724,50,198,25.68637053431677,6.443747606450488,3/43,2,84,0,Bowler,Austria,Bowl,Win
Kusal Bashar,242,ODI,177,164,8375,51.061563242562016,86.5210409673973,152,27,50,1563,12,32,23.95897032509247,1.1994665922911327,5/85,3,45,0,Batsman,India,Bat,Loss
Sunil Afridi,243,ODI,63,75,3475,37.0198787801894,76.22244203825733,47,24,4,1885,253,150,28.86744726362314,4.106304223511021,3/30,3,76,0,All-rounder,New Zealand,Bat,Loss
Mohammad Sharma,244,ODI,128,233,599,19.451923639032984,63.46680522354741,129,22,87,1686,104,446,22.936852652152066,7.96739940126169,9/24,4,70,0,Bowler,Sri Lanka,Bat,Draw
Kapil Shaw,245,ODI,46,284,2837,64.79054103546578,90.57685944701116,5,32,9,124,131,24,20.52767583418464,4.598407730216898,0/59,1,29,0,Batsman,Finland,Bowl,Draw
Chris Warner,246,T20,195,255,351,21.87568881596305,50.58954114763287,60,29,37,1364,37,286,23.223416300349264,5.822516788819794,7/64,5,58,0,Bowler,India,Bat,Win
Mustafizur Jadeja,247,T20,167,9,4608,38.45502500065882,97.26410054769433,257,8,34,880,131,0,0.0,0.0,4/19,5,149,25,Wicketkeeper,Pakistan,Bowl,Win
Shadab de Kock,248,Test,172,203,2734,25.153230228334703,50.77796523056052,268,37,65,1280,157,26,28.22199027403209,1.3733940735177343,1/62,5,96,0,Batsman,India,Bat,Draw
Habibul Cummins,249,T20,195,91,4463,27.23545803705175,115.00627132843314,244,24,92,976,64,55,29.82325390104228,5.021143354634896,7/88,8,76,0,All-rounder,Netherlands,Bowl,Loss
Dimuth Khan,250,Test,58,150,6855,28.09807688710161,99.91667700073089,7,17,18,863,188,250,24.22406550402784,6.055411187046979,0/98,7,23,0,All-rounder,India,Bowl,Win
Hardik Hobbs,251,ODI,143,176,6944,45.23613939979291,92.85808087362318,264,42,37,343,278,297,32.472306377302345,5.6268321148998695,1/96,2,20,0,All-rounder,Zimbabwe,Bowl,Win
Mohammad Khan,252,ODI,133,33,8080,74.9345185580072,131.96651175556804,150,6,52,198,226,23,21.817390619069663,3.4047147520862944,3/12,5,5,0,Batsman,Greece,Bowl,Win
Hardik Ali,253,ODI,163,184,9038,96.82385649830928,110.75288176840394,199,23,49,1186,208,13,24.57576022076028,2.0666325357862485,3/94,7,33,0,Batsman,England,Bowl,Loss
Shane Khan,254,T20,13,157,2524,26.72772515167384,65.73424985685996,267,39,77,1315,55,0,0.0,0.0,0/79,3,194,17,Wicketkeeper,Bulgaria,Bat,Win
Ben Malhotra,255,Test,115,53,2612,48.077843765234775,128.46054275731888,216,20,91,1549,99,273,23.285052441513223,3.743435185157914,4/59,5,64,0,All-rounder,Austria,Bowl,Loss
Sunil Ali,256,T20,94,296,4698,31.985735479052885,77.5302798367792,209,34,33,183,86,0,0.0,0.0,4/74,9,106,17,Wicketkeeper,Sri Lanka,Bat,Loss
Hamilton Ashraful,257,ODI,137,202,2596,20.29550425537363,111.72756754220823,170,42,3,1085,289,29,19.496300100970902,4.761999146908619,9/14,2,90,0,Batsman,Malaysia,Bat,Draw
Waqar Kallis,258,ODI,127,274,424,26.068707704779705,41.75413406221416,100,10,60,907,229,277,24.616415641695514,7.000444203534954,6/51,4,61,0,Bowler,Pakistan,Bat,Draw
Trent Warner,259,Test,44,175,1569,52.10844063808722,85.53703099034088,59,1,88,1638,168,27,17.55130440551806,2.6088284062386835,1/31,5,98,0,Batsman,Sweden,Bat,Draw
Joe Labuschagne,260,T20,70,244,387,13.70518922784598,65.72107048189758,28,14,69,1878,294,57,23.217396360065884,3.4597892027517,5/19,3,34,0,Bowler,Italy,Bat,Draw
Mohammad Ur Rahman,261,ODI,144,269,771,29.71595816411157,36.12153388725365,152,14,91,1532,213,455,26.12002011435001,6.425811584039127,7/87,0,46,0,Bowler,India,Bat,Win
Glenn Younis,262,ODI,48,74,2942,31.238711570944744,102.9539418773872,65,4,8,141,297,0,0.0,0.0,9/45,3,182,47,Wicketkeeper,Bermuda,Bat,Loss
Jasprit Maxwell,263,T20,139,96,1276,39.94087643455332,119.61496321874144,238,39,51,1213,147,0,0.0,0.0,1/60,7,101,11,Wicketkeeper,Sweden,Bat,Draw
Ross Pietersen,264,ODI,157,173,5276,28.19411174983017,69.3194791030219,4,15,81,629,269,13,19.071688311620083,2.407696433481535,5/43,8,35,0,Batsman,Italy,Bat,Win
Sikandar Younis,265,Test,30,155,5752,42.545501400563886,120.2151711520323,123,43,30,1752,165,149,29.190971680001297,6.799983727980746,2/52,2,40,0,All-rounder,Nigeria,Bowl,Win
Mohammad Malhotra,266,Test,131,183,5612,42.6069091949601,113.61487603556384,94,45,85,533,292,54,22.28288692487302,4.471807703391077,4/20,4,43,0,All-rounder,England,Bat,Draw
Ross Ur Rahman,267,T20,75,289,9889,22.956539323683725,56.30623330184224,4,20,67,492,292,27,27.275866936823235,1.3955851637482848,3/41,5,12,0,Batsman,England,Bowl,Win
Ben Wood,268,T20,104,258,207,10.962014661958577,46.49248535448256,84,44,32,624,11,184,26.08515823193917,5.170608296720376,5/56,1,80,0,Bowler,Zimbabwe,Bowl,Loss
Marnus Raza,269,ODI,91,75,2836,36.32509524960159,61.41873563967005,239,8,99,1636,145,0,0.0,0.0,9/90,1,194,20,Wicketkeeper,Zimbabwe,Bowl,Win
Kieron Gavaskar,270,T20,34,174,995,27.621013254091807,54.5097979597095,48,6,58,28,111,269,28.00592160270605,6.294049959800404,4/14,9,22,0,Bowler,Germany,Bat,Loss
Fakhar Jadeja,271,Test,5,231,4686,29.72388663410438,52.86835183193246,25,26,34,1479,62,0,0.0,0.0,5/62,5,65,28,Wicketkeeper,Romania,Bat,Win
Kumar Border,272,ODI,139,247,3706,28.196078906642544,101.28613415885636,97,16,12,1610,210,0,0.0,0.0,0/39,4,150,30,Wicketkeeper,Sri Lanka,Bat,Win
Ricky de Silva,273,T20,4,161,382,26.091428770729404,40.66386828489131,269,1,78,349,29,346,26.538769848274857,3.94870504787734,9/95,9,18,0,Bowler,Afghanistan,Bat,Win
Shaheen Hobbs,274,ODI,10,186,252,15.081780057597742,22.84660854674144,273,39,60,698,54,115,25.715466809269607,4.229015089629895,9/22,0,11,0,Bowler,Scotland,Bowl,Loss
Rashid Waugh,275,ODI,91,143,5548,36.44929324467611,60.020711192610975,235,25,96,853,197,218,21.86498067310225,6.718639715918838,8/24,7,23,0,All-rounder,India,Bat,Draw
Allan Bumrah,276,Test,87,282,350,26.6408090862456,21.35912390914544,208,44,91,526,196,99,21.263330716403217,6.404321613334481,0/84,6,47,24,Bowler,India,Bat,Loss
Monank Hazlewood,277,Test,185,128,6180,91.11624493337617,77.25278118065421,24,7,47,1684,34,10,16.31426849452091,1.207638791235042,0/44,0,45,0,Batsman,Palestine,Bat,Loss
Wasim Pietersen,278,Test,33,166,1995,44.75904239347203,82.707975318669,132,49,97,110,198,0,0.0,0.0,2/57,6,58,43,Wicketkeeper,United Arab Emirates,Bat,Draw
Sam Shami,279,Test,125,27,920,26.172386074631994,22.12959039888826,180,44,37,1624,97,294,23.571506997960327,3.784044388306489,8/93,7,68,0,Bowler,Portugal,Bowl,Win
